Year,Distance,Owner,Fuel,Location,Drive,Type,Price,Brand,Model
2018.0,70211,1,PETROL,MH-12,Manual,Sedan,600000,Maruti,Ciaz
2015.0,78709,1,PETROL,DL-9C,Manual,HatchBack,393000,Maruti,Swift
2020.0,30761,1,PETROL,DL-10,Manual,Sedan,897000,Skoda,Rapid
2011.0,26757,1,CNG,PB-27,Manual,Sedan,735000,Honda,City
2014.0,77469,1,PETROL,TN-14,Automatic,HatchBack,408000,Honda,Brio
2015.0,53282,2,DIESEL,MH-14,Automatic,Sedan,836000,Maruti,Swift Dzire
2019.0,30460,1,PETROL,CH-01,Manual,Sedan,720000,Toyota,YARIS
2021.0,19503,2,PETROL,HR-26,Manual,HatchBack,746000,Maruti,Baleno
2022.0,44809,1,PETROL,UP-32,Manual,SUV,1156000,Maruti,Other
2012.0,91703,1,PETROL,AP-28,Manual,HatchBack,460000,Hyundai,i20
2014.0,76517,2,DIESEL,MH-03,Manual,SUV,495000,Ford,Ecosport
2014.0,49093,1,PETROL,PB-10,Manual,HatchBack,308650,Maruti,Wagon R
2019.0,20818,1,PETROL,RJ-18,Manual,HatchBack,613000,Maruti,Baleno
2020.0,94998,1,DIESEL,KA-05,Automatic,SUV,1462000,KIA,SELTOS
2017.0,53047,2,PETROL,HR-26,Manual,Lux_SUV,1154000,Hyundai,Other
2013.0,62088,2,PETROL,TN-07,Manual,Sedan,586000,Maruti,Swift Dzire
2011.0,72523,1,PETROL,HR-26,Manual,HatchBack,209000,Hyundai,i20
2022.0,21284,1,PETROL,MH-03,Automatic,Sedan,910000,Maruti,Ciaz
2015.0,41544,2,PETROL,WB-08,Manual,Sedan,326000,Hyundai,Xcent
2014.0,34551,2,PETROL,DL-1C,Manual,HatchBack,375000,Maruti,Swift
2017.0,32328,1,PETROL,TN-02,Manual,HatchBack,322000,Maruti,Alto 800
2019.0,67271,1,DIESEL,KA-05,Manual,SUV,831000,Tata,NEXON
2017.0,67286,1,PETROL,HR-51,Manual,HatchBack,506000,Maruti,Baleno
2016.0,62072,2,DIESEL,MH-05,Manual,Sedan,505000,Honda,Amaze
2016.0,61981,2,PETROL,MH-12,Automatic,HatchBack,426000,Maruti,Wagon R
2018.0,30303,1,PETROL,KA-03,Manual,Sedan,557000,Maruti,Dzire
2020.0,98983,1,PETROL,TS-11,Automatic,Sedan,825000,Hyundai,AURA
2016.0,95696,1,PETROL,DL-10,Manual,SUV,733000,Hyundai,Creta
2018.0,28266,1,PETROL,TS-13,Manual,HatchBack,521000,Hyundai,Grand i10
2018.0,43424,2,DIESEL,GJ-27,Manual,Sedan,663000,Maruti,Dzire
2020.0,27344,1,PETROL,HR-87,Manual,Sedan,875000,Maruti,Ciaz
2015.0,47753,2,PETROL,MH-46,Manual,HatchBack,470000,Hyundai,Elite i20
2014.0,74493,2,DIESEL,MH-04,Manual,Sedan,606000,Honda,City
2019.0,53263,1,PETROL,HR-72,Manual,HatchBack,480000,Tata,Tiago
2020.0,70052,1,DIESEL,CH-01,Automatic,SUV,1091000,KIA,SONET
2021.0,16502,1,PETROL,KA-14,Manual,HatchBack,520000,Hyundai,NEW SANTRO
2018.0,82558,1,PETROL,RJ-45,Manual,HatchBack,520000,Maruti,Celerio X
2017.0,84866,1,DIESEL,RJ-14,Manual,Sedan,656000,Maruti,Ciaz
2014.0,76461,3,CNG,MH-46,Manual,HatchBack,301000,Maruti,Wagon R
2017.0,29594,1,PETROL,TN-06,Automatic,HatchBack,524000,Tata,Tiago
2016.0,67621,1,PETROL,KA-03,Manual,SUV,878000,Hyundai,Creta
2021.0,54526,1,PETROL,BR-06,Manual,SUV,722000,Nissan,MAGNITE
2012.0,48775,2,PETROL,KA-05,Manual,HatchBack,255000,Maruti,Alto 800
2012.0,61195,2,PETROL,BR-31,Manual,HatchBack,254000,Maruti,Wagon R
2012.0,60738,1,PETROL,KA-02,Manual,HatchBack,274000,Hyundai,Santro Xing
2017.0,30774,2,PETROL,KA-05,Manual,HatchBack,302000,Datsun,Other
2018.0,48978,1,PETROL,UP-32,Manual,Sedan,807000,Honda,City
2016.0,67437,2,PETROL,WB-02,Automatic,SUV,729000,Hyundai,Creta
2016.0,45675,1,PETROL,WB-26,Manual,HatchBack,326000,Maruti,Wagon R
2014.0,21670,1,PETROL,DL-1C,Manual,HatchBack,237350,Maruti,Alto K10
2019.0,27792,1,CNG,DL-8C,Manual,HatchBack,604000,Hyundai,NEW SANTRO
2010.0,86967,1,PETROL,DL-3C,Manual,HatchBack,156000,Maruti,Wagon R
2017.0,19454,1,PETROL,MH-04,Automatic,Sedan,1005000,Volkswagen,Ameo
2011.0,82055,1,PETROL,MH-12,Manual,HatchBack,299000,Hyundai,i10
2016.0,16528,2,PETROL,MH-12,Manual,HatchBack,378000,Renault,Kwid
2017.0,27436,1,PETROL,TN-07,Manual,HatchBack,606000,Maruti,Baleno
2014.0,52685,1,CNG,MH-46,Manual,HatchBack,346000,Maruti,Wagon R
2021.0,19142,1,PETROL,TN-85,Automatic,HatchBack,926000,Renault,Kiger
2015.0,58313,1,DIESEL,MH-47,Manual,SUV,878000,Hyundai,Creta
2018.0,63528,1,PETROL,TS-08,Automatic,HatchBack,495000,Maruti,Celerio X
2012.0,48005,1,PETROL,UP-14,Manual,HatchBack,313000,Maruti,Swift
2016.0,73344,3,PETROL,TS-02,Manual,HatchBack,298000,Maruti,Alto K10
2017.0,70602,1,PETROL,KA-02,Automatic,HatchBack,707000,Honda,Jazz
2017.0,105133,1,DIESEL,TS-07,Manual,HatchBack,593000,Maruti,Swift
2017.0,52520,2,PETROL,KA-04,Automatic,HatchBack,385000,Renault,Kwid
2014.0,48407,1,PETROL,TN-43,Manual,HatchBack,293000,Hyundai,Eon
2017.0,23991,1,PETROL,MH-04,Manual,HatchBack,463000,Maruti,Celerio X
2018.0,16568,1,PETROL,HR-29,Automatic,Sedan,615000,Maruti,Dzire
2018.0,71658,1,PETROL,DL-8C,Automatic,SUV,986000,Hyundai,Creta
2022.0,3742,1,PETROL,UP-78,Manual,HatchBack,605000,Maruti,Celerio
2015.0,75360,1,PETROL,MH-49,Manual,Sedan,401000,Hyundai,Xcent
2016.0,46894,3,PETROL,KA-01,Manual,HatchBack,488000,Hyundai,Grand i10
2018.0,23405,1,PETROL,TS-15,Manual,HatchBack,483000,Maruti,Celerio
2015.0,69690,1,PETROL,DL-12,Automatic,Sedan,932000,Maruti,Swift Dzire
2018.0,55483,1,PETROL,DL-1C,Manual,HatchBack,495000,Maruti,Swift
2021.0,17189,1,CNG,DL-3C,Manual,HatchBack,599000,Maruti,New Wagon-R
2013.0,92389,2,DIESEL,AP-22,Manual,HatchBack,401000,Maruti,Swift
2017.0,35740,1,PETROL,MH-12,Manual,HatchBack,526000,Hyundai,Grand i10
2019.0,26274,1,PETROL,TN-07,Manual,HatchBack,526000,Nissan,Other
2022.0,11850,1,PETROL,PB-27,Manual,SUV,718000,Nissan,MAGNITE
2018.0,70689,1,PETROL,KL-40,Automatic,HatchBack,495000,Maruti,Celerio
2021.0,36798,1,PETROL,HR-87,Manual,HatchBack,674000,Maruti,Baleno
2011.0,25928,1,PETROL,KA-05,Manual,HatchBack,248000,Maruti,Alto K10
2020.0,82366,1,CNG,GJ-05,Manual,HatchBack,452000,Maruti,S PRESSO
2016.0,50947,1,PETROL,DL-3C,Manual,SUV,792000,Hyundai,Creta
2015.0,96295,2,CNG,DL-6C,Automatic,HatchBack,332000,Maruti,Celerio
2018.0,42849,1,PETROL,RJ-45,Manual,HatchBack,554000,Hyundai,Elite i20
2016.0,10724,1,PETROL,MH-01,Manual,HatchBack,253000,Datsun,Redi Go
2018.0,44386,1,PETROL,TN-45,Manual,HatchBack,429000,Datsun,Go Plus
2020.0,25179,2,PETROL,KA-02,Manual,SUV,619000,Renault,TRIBER
2019.0,95338,1,DIESEL,UP-14,Manual,Lux_SUV,885000,Mahindra,XUV500
2017.0,85831,1,PETROL,KL-22,Manual,HatchBack,279000,Renault,Kwid
2014.0,94591,1,DIESEL,GJ-05,Manual,Sedan,480000,Honda,Amaze
2010.0,91626,1,PETROL,KL-01,Manual,HatchBack,163000,Maruti,Other
2021.0,22928,1,DIESEL,MH-04,Manual,SUV,1776000,Hyundai,Other
2018.0,47140,2,PETROL,MH-01,Automatic,Sedan,621000,Toyota,YARIS
2018.0,78994,1,PETROL,DL-9C,Manual,Sedan,529000,Hyundai,Verna
2015.0,66694,1,PETROL,DL-1C,Manual,Sedan,445000,Maruti,Swift Dzire
2021.0,19706,2,PETROL,RJ-18,Manual,HatchBack,786000,Renault,Kiger
2019.0,23797,2,DIESEL,DL-1C,Manual,SUV,827000,Hyundai,VENUE
2016.0,110103,1,DIESEL,KA-05,Manual,Sedan,650000,Maruti,Ciaz
2019.0,10175,1,PETROL,WB-10,Manual,SUV,614000,Renault,TRIBER
2017.0,45915,1,PETROL,MH-12,Manual,Sedan,874000,Honda,City
2018.0,55847,1,PETROL,HR-20,Manual,HatchBack,457000,Maruti,Celerio
2016.0,47045,1,PETROL,TN-20,Manual,HatchBack,648000,Hyundai,Elite i20
2015.0,58583,1,PETROL,TS-07,Manual,HatchBack,504000,Hyundai,Elite i20
2017.0,37701,1,PETROL,DL-1C,Manual,HatchBack,512000,Hyundai,Elite i20
2018.0,95329,1,PETROL,RJ-45,Manual,Sedan,843000,Hyundai,Verna
2013.0,153870,3,DIESEL,CH-01,Automatic,Lux_sedan,1005000,BMW,Other
2014.0,57000,1,PETROL,BR-01,Manual,Sedan,340000,Hyundai,Xcent
2015.0,71877,2,PETROL,KA-25,Manual,SUV,708000,Maruti,Ertiga
2019.0,39839,1,PETROL,PB-10,Automatic,HatchBack,861000,Hyundai,Elite i20
2018.0,43119,2,PETROL,UP-16,Automatic,Sedan,825000,Volkswagen,Vento
2019.0,58973,1,PETROL,BR-01,Manual,Sedan,334000,Hyundai,Xcent
2018.0,61326,1,PETROL,DL-2C,Automatic,HatchBack,616000,Maruti,Swift
2020.0,11274,2,PETROL,UP-32,Manual,HatchBack,397750,Maruti,S PRESSO
2017.0,74006,1,PETROL,WB-02,Manual,HatchBack,413000,Maruti,Baleno
2021.0,15869,1,PETROL,MH-40,Automatic,HatchBack,539000,Hyundai,NEW SANTRO
2018.0,39525,2,PETROL,HR-13,Manual,HatchBack,453000,Hyundai,Grand i10
2022.0,6624,1,PETROL,DL-12,Manual,HatchBack,509000,Renault,Kwid
2020.0,21801,1,PETROL,TN-40,Automatic,SUV,752000,Renault,TRIBER
2013.0,13626,2,CNG,MH-04,Manual,HatchBack,280000,Maruti,Alto 800
2015.0,77569,1,PETROL,KA-41,Manual,HatchBack,393000,Hyundai,i10
2020.0,53587,2,CNG,MH-05,Manual,HatchBack,451000,Maruti,S PRESSO
2018.0,49578,1,PETROL,KA-41,Automatic,HatchBack,711000,Maruti,Swift
2021.0,41428,1,PETROL,KA-02,Automatic,Sedan,834000,Hyundai,AURA
2010.0,72199,2,PETROL,DL-2C,Manual,HatchBack,160000,Maruti,Ritz
2019.0,89221,1,CNG,DL-11,Manual,HatchBack,341000,Maruti,S PRESSO
2017.0,96391,1,DIESEL,TS-07,Manual,HatchBack,601000,Maruti,Swift
2017.0,30623,1,PETROL,TN-02,Automatic,HatchBack,494000,Maruti,Celerio
2017.0,93767,2,DIESEL,MH-27,Manual,SUV,617000,Honda,WR-V
2017.0,66609,1,PETROL,HR-26,Manual,HatchBack,549000,Maruti,Baleno
2021.0,9087,1,PETROL,GJ-01,Automatic,SUV,1585000,Mahindra,Other
2019.0,84035,1,PETROL,DL-12,Manual,SUV,722000,Ford,Ecosport
2014.0,62031,1,PETROL,HR-26,Manual,HatchBack,298000,Maruti,Ritz
2019.0,45245,1,PETROL,HR-51,Automatic,Sedan,685000,Honda,Amaze
2015.0,28744,2,PETROL,MP-09,Manual,HatchBack,382000,Hyundai,Grand i10
2012.0,76739,2,CNG,GJ-26,Manual,Sedan,535000,Honda,City
2014.0,93416,1,PETROL,DL-1C,Manual,Sedan,342000,Honda,Amaze
2014.0,54827,2,PETROL,MH-12,Manual,HatchBack,342000,Hyundai,i10
2021.0,19693,1,CNG,UP-16,Manual,HatchBack,649000,Hyundai,GRAND I10
2015.0,42000,2,PETROL,WB-06,Manual,HatchBack,393000,Hyundai,Elite i20
2011.0,78858,1,PETROL,DL-8C,Manual,HatchBack,219000,Maruti,Swift
2013.0,94581,2,PETROL,TN-04,Manual,HatchBack,355000,Maruti,Wagon R
2022.0,25222,1,PETROL,TN-14,Manual,Sedan,848000,Honda,Amaze
2018.0,61960,2,PETROL,MH-08,Manual,Sedan,469000,Maruti,Ciaz
2011.0,71957,1,PETROL,MH-05,Manual,HatchBack,249000,Maruti,Wagon R
2019.0,39413,1,PETROL,GJ-38,Automatic,SUV,932000,Hyundai,VENUE
2016.0,24731,1,PETROL,MH-14,Automatic,Sedan,647000,Maruti,Ciaz
2018.0,46509,1,PETROL,KA-03,Automatic,HatchBack,676000,Maruti,Swift
2017.0,52539,1,PETROL,MH-02,Automatic,HatchBack,516000,Hyundai,Grand i10
2016.0,43803,1,PETROL,MH-12,Automatic,Sedan,873000,Honda,Amaze
2011.0,42508,1,PETROL,MH-12,Manual,Sedan,555000,Toyota,Etios
2014.0,73889,1,PETROL,TS-07,Manual,HatchBack,471000,Maruti,Swift
2020.0,40687,1,PETROL,TS-02,Manual,SUV,990000,Maruti,S Cross
2013.0,84171,2,PETROL,AP-09,Manual,HatchBack,241000,Hyundai,Eon
2018.0,54937,2,DIESEL,WB-02,Manual,SUV,668000,Ford,Ecosport
2016.0,80664,1,PETROL,UP-78,Manual,HatchBack,379000,Maruti,Swift
2016.0,72918,1,DIESEL,RJ-14,Automatic,Sedan,741000,Honda,Amaze
2017.0,48612,1,DIESEL,MH-04,Manual,Sedan,1409000,Hyundai,Verna
2017.0,59541,1,PETROL,MH-02,Automatic,HatchBack,588000,Honda,Jazz
2019.0,53439,1,DIESEL,DL-4C,Manual,SUV,608000,Honda,WR-V
2016.0,58454,2,DIESEL,WB-02,Manual,Sedan,386000,Hyundai,Verna
2019.0,57265,1,PETROL,KA-19,Manual,HatchBack,643000,Maruti,Swift
2016.0,51975,1,PETROL,HR-29,Manual,Sedan,464000,Honda,Amaze
2019.0,33340,1,PETROL,HR-36,Automatic,SUV,887000,Maruti,Ertiga
2014.0,40940,2,PETROL,MH-16,Manual,HatchBack,438000,Hyundai,Grand i10
2020.0,95678,1,PETROL,KA-32,Manual,SUV,1056000,Renault,Duster
2015.0,22677,1,PETROL,KA-05,Manual,HatchBack,345000,Renault,Kwid
2020.0,22610,1,PETROL,UP-14,Manual,HatchBack,654000,Maruti,Baleno
2016.0,70593,1,PETROL,RJ-14,Manual,HatchBack,345000,Hyundai,i10
2018.0,59405,1,DIESEL,DL-10,Manual,SUV,502000,Ford,FREESTYLE
2016.0,56003,2,DIESEL,KA-01,Automatic,SUV,767000,Renault,Duster
2019.0,94786,2,DIESEL,MH-14,Manual,Sedan,1359000,Honda,Other
2018.0,83195,2,PETROL,GJ-01,Automatic,Lux_sedan,1332000,Hyundai,Other
2016.0,116897,1,DIESEL,MH-47,Automatic,Sedan,629000,Volkswagen,Vento
2019.0,110999,3,DIESEL,TN-19,Manual,Sedan,494000,Maruti,Ciaz
2016.0,52783,1,PETROL,TN-07,Manual,HatchBack,514000,Maruti,Swift
2015.0,83408,1,CNG,MH-12,Manual,HatchBack,432000,Maruti,Celerio
2017.0,66442,1,PETROL,BR-31,Manual,HatchBack,383000,Hyundai,Grand i10
2015.0,60817,2,PETROL,TS-08,Manual,HatchBack,475000,Hyundai,Grand i10
2017.0,32419,1,PETROL,TS-09,Manual,HatchBack,306000,Datsun,Redi Go
2020.0,71274,1,CNG,MH-43,Manual,HatchBack,436000,Maruti,S PRESSO
2017.0,70528,1,PETROL,TN-14,Automatic,HatchBack,705000,Maruti,Baleno
2017.0,82305,1,CNG,MH-03,Manual,HatchBack,440000,Maruti,Celerio
2016.0,49441,1,PETROL,HR-26,Manual,HatchBack,556000,Hyundai,Elite i20
2021.0,54210,1,DIESEL,MH-46,Manual,SUV,1022000,Hyundai,VENUE
2015.0,58131,1,PETROL,KA-05,Manual,HatchBack,553000,Maruti,Swift
2019.0,78651,1,DIESEL,HR-26,Manual,SUV,647000,Tata,NEXON
2021.0,17079,1,PETROL,UP-21,Automatic,HatchBack,1119000,Hyundai,NEW I20
2018.0,51413,2,PETROL,DL-12,Manual,HatchBack,506000,Maruti,Baleno
2011.0,49855,2,CNG,DL-5C,Manual,HatchBack,230000,Maruti,Wagon R
2018.0,16206,2,PETROL,TN-02,Manual,Sedan,431000,Honda,Amaze
2013.0,84558,2,CNG,MH-43,Manual,SUV,585350,Maruti,Ertiga
2016.0,48042,1,PETROL,MH-12,Automatic,HatchBack,642000,Maruti,Baleno
2015.0,61337,1,PETROL,WB-02,Manual,HatchBack,316000,Hyundai,Grand i10
2015.0,97135,2,PETROL,DL-3C,Manual,Sedan,392000,Honda,Amaze
2018.0,56291,1,PETROL,HR-29,Manual,HatchBack,572000,Maruti,Swift
2017.0,58070,1,PETROL,MH-47,Automatic,HatchBack,605000,Honda,Jazz
2020.0,38169,1,CNG,RJ-02,Manual,HatchBack,491000,Maruti,S PRESSO
2012.0,58228,2,CNG,MH-04,Manual,HatchBack,308000,Maruti,Wagon R
2020.0,62948,1,PETROL,MH-10,Manual,HatchBack,436000,Hyundai,NEW SANTRO
2016.0,47680,1,PETROL,TN-02,Manual,Sedan,714000,Volkswagen,Vento
2015.0,20630,1,PETROL,KA-53,Automatic,Sedan,1347000,Skoda,Rapid
2019.0,45739,1,DIESEL,HR-87,Automatic,SUV,783800,Maruti,Vitara Brezza
2016.0,40841,1,PETROL,TS-10,Manual,HatchBack,699000,Hyundai,Elite i20
2012.0,79695,1,PETROL,HR-26,Manual,HatchBack,323000,Maruti,Swift
2015.0,73002,2,PETROL,DL-1C,Automatic,Sedan,513000,Maruti,Swift Dzire
2018.0,47248,1,PETROL,PB-19,Manual,HatchBack,375000,Maruti,Alto K10
2019.0,44954,1,DIESEL,KA-02,Automatic,HatchBack,810000,Maruti,Swift
2013.0,99860,1,DIESEL,AP-13,Manual,Sedan,444000,Maruti,Swift Dzire
2015.0,29293,1,PETROL,DL-3C,Automatic,HatchBack,343000,Maruti,Alto K10
2014.0,99227,1,PETROL,KA-50,Automatic,HatchBack,372000,Maruti,Celerio
2018.0,64638,1,PETROL,GJ-01,Automatic,Sedan,748000,Toyota,YARIS
2018.0,15063,1,PETROL,BR-01,Manual,HatchBack,601000,Maruti,Baleno
2019.0,51964,1,CNG,DL-12,Manual,HatchBack,389000,Maruti,Alto
2015.0,55145,1,PETROL,KA-09,Automatic,HatchBack,587000,Honda,Jazz
2018.0,90619,1,PETROL,PB-08,Manual,Sedan,700000,Toyota,YARIS
2011.0,56317,1,PETROL,KA-02,Manual,HatchBack,394000,Maruti,Swift
2021.0,76506,2,PETROL,MH-14,Automatic,Sedan,877000,Hyundai,AURA
2019.0,70065,1,DIESEL,TS-08,Manual,SUV,809000,Mahindra,Other
2018.0,14382,2,PETROL,GJ-01,Manual,HatchBack,508000,Honda,Brio
2020.0,17216,1,PETROL,MH-12,Automatic,Sedan,952000,Hyundai,Verna
2015.0,59470,1,PETROL,KA-05,Manual,HatchBack,658000,Hyundai,Elite i20
2014.0,23915,1,PETROL,KA-51,Automatic,HatchBack,440000,Maruti,Celerio
2012.0,39155,1,PETROL,MH-12,Manual,HatchBack,397000,Maruti,Swift
2017.0,87814,2,PETROL,KL-43,Automatic,HatchBack,456000,Maruti,Celerio
2019.0,18014,2,CNG,MH-04,Manual,SUV,823000,Ford,Ecosport
2021.0,37400,1,CNG,MH-05,Manual,HatchBack,451000,Maruti,Alto
2016.0,88437,1,CNG,DL-1C,Manual,Sedan,651000,Honda,City
2019.0,36785,2,PETROL,UP-16,Manual,HatchBack,639000,Honda,Jazz
2018.0,74256,1,PETROL,GJ-18,Manual,HatchBack,463000,Hyundai,Grand i10
2018.0,63618,1,PETROL,KA-05,Manual,HatchBack,523000,Maruti,Celerio X
2019.0,53713,1,DIESEL,DL-10,Manual,Sedan,714000,Maruti,Ciaz
2018.0,43353,1,PETROL,KA-05,Automatic,Sedan,1298000,Honda,Amaze
2018.0,60525,1,PETROL,HR-13,Manual,HatchBack,527000,Maruti,Baleno
2019.0,51442,1,PETROL,CH-01,Automatic,SUV,778000,Ford,Ecosport
2019.0,40424,1,PETROL,TS-07,Manual,HatchBack,727000,Hyundai,Elite i20
2016.0,38385,1,PETROL,DL-2C,Manual,HatchBack,513000,Maruti,Baleno
2021.0,76725,1,PETROL,WB-02,Manual,Sedan,336000,Maruti,Dzire
2015.0,81098,1,PETROL,KA-25,Manual,Sedan,687000,Honda,City
2016.0,81009,3,DIESEL,TN-69,Manual,HatchBack,620000,Volkswagen,Polo
2017.0,78928,2,PETROL,GJ-05,Manual,HatchBack,491000,Maruti,Baleno
2017.0,59949,1,PETROL,GJ-01,Manual,Sedan,681800,Hyundai,Verna
2014.0,77192,1,PETROL,HR-26,Manual,Sedan,496000,Honda,City
2019.0,93516,1,PETROL,RJ-47,Manual,HatchBack,371000,Maruti,S PRESSO
2016.0,64851,2,PETROL,UP-14,Manual,Sedan,411000,Volkswagen,Ameo
2013.0,46225,1,PETROL,MH-12,Manual,HatchBack,343000,Maruti,Wagon R
2017.0,124644,1,DIESEL,UP-16,Manual,HatchBack,486000,Maruti,Swift
2015.0,73259,2,DIESEL,TN-23,Manual,SUV,555000,Renault,Duster
2019.0,22382,1,PETROL,DL-3C,Manual,Sedan,662000,Honda,Amaze
2018.0,18334,2,PETROL,MH-05,Automatic,HatchBack,420000,Renault,Kwid
2018.0,68036,1,PETROL,DL-1C,Automatic,SUV,991000,Hyundai,Creta
2016.0,62526,1,CNG,HR-29,Manual,HatchBack,552000,Honda,Jazz
2014.0,57121,1,PETROL,MH-02,Manual,Sedan,375000,Honda,Amaze
2021.0,20730,1,PETROL,HR-30,Manual,Sedan,800000,Maruti,Ciaz
2014.0,24027,1,PETROL,MH-02,Manual,HatchBack,211000,Maruti,Alto 800
2018.0,57389,1,PETROL,DL-1C,Manual,HatchBack,345000,Renault,Kwid
2017.0,12324,1,PETROL,DL-2C,Manual,Sedan,565000,Maruti,Dzire
2019.0,10242,1,PETROL,KA-42,Automatic,Sedan,1009000,Honda,City
2019.0,52076,1,PETROL,UP-32,Manual,SUV,945000,Hyundai,Creta
2020.0,21656,1,PETROL,GJ-04,Manual,HatchBack,414000,Maruti,S PRESSO
2019.0,71277,1,PETROL,TS-08,Manual,HatchBack,682000,Hyundai,Elite i20
2022.0,76165,1,DIESEL,TN-04,Automatic,Sedan,932000,Maruti,Ciaz
2013.0,61249,1,PETROL,GJ-01,Manual,HatchBack,402000,Maruti,Swift
2017.0,125006,1,DIESEL,MH-04,Automatic,Lux_sedan,1267000,Skoda,Other
2019.0,17763,1,PETROL,DL-3C,Manual,Sedan,397000,Honda,Amaze
2021.0,24093,1,PETROL,HR-98,Manual,SUV,941000,Tata,NEXON
2019.0,56506,1,CNG,HR-26,Manual,HatchBack,378000,Maruti,Alto K10
2016.0,87976,1,PETROL,DL-8C,Manual,SUV,776000,Hyundai,Creta
2019.0,11722,1,PETROL,TN-11,Manual,HatchBack,403000,Renault,Kwid
2019.0,64660,1,PETROL,TN-07,Manual,HatchBack,641000,Maruti,Swift
2022.0,25586,1,CNG,UP-32,Manual,HatchBack,564000,Hyundai,NEW SANTRO
2021.0,25844,1,PETROL,UP-32,Manual,HatchBack,426000,Maruti,S PRESSO
2015.0,96488,2,PETROL,KA-12,Manual,Sedan,520000,Honda,City
2018.0,23079,2,PETROL,KA-51,Manual,HatchBack,493000,Maruti,Celerio
2010.0,80183,3,PETROL,MH-04,Manual,Sedan,287000,Maruti,Swift Dzire
2018.0,27933,1,PETROL,MH-01,Manual,HatchBack,628000,Hyundai,Elite i20
2017.0,35381,1,PETROL,HR-26,Automatic,HatchBack,480000,Maruti,Celerio
2017.0,84712,1,PETROL,HR-26,Manual,Sedan,508000,Maruti,Dzire
2015.0,75168,3,DIESEL,TN-01,Manual,Sedan,395000,Maruti,Ciaz
2018.0,73059,1,DIESEL,PB-10,Manual,SUV,676000,Ford,Ecosport
2013.0,84319,2,DIESEL,KA-05,Manual,HatchBack,435000,Toyota,Etios Liva
2021.0,24619,2,PETROL,TN-14,Automatic,HatchBack,531000,Renault,Kwid
2017.0,44990,2,PETROL,TS-07,Manual,HatchBack,300000,Maruti,Alto 800
2018.0,97326,1,PETROL,TN-11,Manual,HatchBack,601000,Hyundai,Elite i20
2016.0,51264,2,PETROL,MH-05,Manual,HatchBack,550000,Hyundai,Elite i20
2012.0,105524,2,CNG,HR-26,Manual,Sedan,335600,Hyundai,Verna
2021.0,17929,1,PETROL,TS-08,Manual,HatchBack,533000,Maruti,Celerio
2014.0,45798,1,PETROL,KA-19,Manual,HatchBack,333000,Hyundai,i10
2015.0,27588,1,PETROL,MP-19,Manual,HatchBack,372000,Maruti,Wagon R
2016.0,65780,1,PETROL,TS-07,Manual,Sedan,643000,Hyundai,Verna
2020.0,25264,2,PETROL,MH-12,Automatic,SUV,673000,Renault,TRIBER
2017.0,66709,1,CNG,MH-43,Manual,HatchBack,460000,Maruti,Celerio
2019.0,54683,1,PETROL,DL-12,Automatic,SUV,1186000,Hyundai,Creta
2019.0,47008,1,PETROL,MH-12,Manual,HatchBack,407000,Renault,Kwid
2021.0,21344,1,DIESEL,BR-06,Manual,SUV,849000,Tata,NEXON
2019.0,80459,1,DIESEL,UP-14,Automatic,SUV,1100000,Hyundai,Creta
2020.0,49264,1,PETROL,TN-29,Automatic,SUV,972000,Renault,Duster
2019.0,49409,1,PETROL,UP-32,Manual,HatchBack,593000,Hyundai,Elite i20
2021.0,86630,2,PETROL,DL-9C,Manual,Sedan,431000,Toyota,YARIS
2012.0,35101,3,PETROL,KL-07,Automatic,HatchBack,348000,Hyundai,i10
2018.0,34380,1,PETROL,KA-05,Manual,SUV,653000,Ford,FREESTYLE
2019.0,77461,1,DIESEL,TN-74,Manual,SUV,803000,Maruti,Vitara Brezza
2018.0,59599,1,DIESEL,HR-36,Manual,SUV,657000,Tata,NEXON
2011.0,70117,2,PETROL,MH-12,Manual,HatchBack,245000,Hyundai,i10
2018.0,52286,1,PETROL,UP-42,Manual,HatchBack,391000,Maruti,Wagon R
2016.0,54708,1,PETROL,TS-08,Manual,HatchBack,694000,Hyundai,Elite i20
2017.0,36405,1,PETROL,UP-32,Automatic,HatchBack,542000,Hyundai,Grand i10
2015.0,82273,1,PETROL,MH-12,Manual,HatchBack,271000,Hyundai,Eon
2018.0,47802,1,PETROL,MH-14,Automatic,Sedan,934000,Honda,City
2018.0,66802,1,PETROL,GJ-01,Manual,HatchBack,342000,Maruti,Alto K10
2019.0,89573,1,CNG,MH-14,Manual,HatchBack,501700,Maruti,Celerio
2018.0,56873,1,PETROL,UP-16,Manual,Sedan,317000,Maruti,Dzire
2017.0,79240,1,DIESEL,MH-14,Automatic,Sedan,771000,Maruti,Dzire
2018.0,37399,1,PETROL,HR-51,Automatic,HatchBack,388000,Datsun,Redi Go
2018.0,52948,1,DIESEL,HR-29,Manual,HatchBack,581000,Maruti,Baleno
2018.0,96475,1,PETROL,TS-29,Manual,HatchBack,373000,Renault,Kwid
2013.0,50493,1,PETROL,MH-01,Manual,Sedan,417000,Maruti,Swift Dzire
2015.0,92777,1,DIESEL,WB-24,Manual,HatchBack,389000,Maruti,Swift
2011.0,56992,1,PETROL,RJ-14,Automatic,HatchBack,269000,Maruti,Other
2012.0,99913,1,DIESEL,MH-01,Manual,HatchBack,306000,Volkswagen,Polo
2019.0,29679,1,PETROL,UP-14,Manual,HatchBack,639000,Maruti,Baleno
