Year,Distance,Owner,Fuel,Location,Drive,Type,Price,Brand,Model
2015.0,99137,2,DIESEL,KA-02,Manual,Sedan,370000,Maruti,Ciaz
2018.0,43481,2,PETROL,KA-04,Automatic,SUV,884000,Ford,Ecosport
2016.0,63789,1,PETROL,WB-12,Manual,HatchBack,352000,Tata,Tiago
2019.0,64891,2,PETROL,RJ-46,Manual,HatchBack,569000,Maruti,Baleno
2015.0,56663,2,PETROL,HR-26,Manual,HatchBack,324000,Honda,Brio
2012.0,91518,2,CNG,GJ-05,Manual,HatchBack,234000,Hyundai,i10
2022.0,2924,1,PETROL,TS-08,Manual,HatchBack,515700,Maruti,Alto K10
2021.0,28231,1,CNG,MH-14,Manual,HatchBack,596000,Maruti,New Wagon-R
2015.0,43013,1,PETROL,GJ-01,Manual,HatchBack,508000,Maruti,Swift
2010.0,77917,3,PETROL,MH-02,Manual,HatchBack,204000,Maruti,Wagon R
2012.0,72395,2,PETROL,KA-03,Manual,HatchBack,426000,Hyundai,i20
2010.0,92134,2,PETROL,KA-41,Manual,HatchBack,235000,Maruti,Wagon R
2018.0,21738,1,PETROL,KA-03,Automatic,SUV,912000,Ford,Ecosport
2022.0,11472,1,PETROL,TN-07,Manual,Sedan,871000,Maruti,Ciaz
2016.0,49819,1,PETROL,KA-05,Manual,HatchBack,412000,Hyundai,i10
2020.0,36427,1,DIESEL,TN-10,Automatic,SUV,1039000,Tata,NEXON
2018.0,69269,1,PETROL,TN-21,Manual,HatchBack,710000,Maruti,Baleno
2018.0,42252,2,DIESEL,TN-79,Manual,SUV,752000,Maruti,Vitara Brezza
2014.0,33395,2,PETROL,MH-04,Manual,HatchBack,371000,Maruti,Swift
2019.0,41565,2,PETROL,WB-24,Manual,Sedan,348000,Honda,Amaze
2012.0,49341,1,PETROL,AP-28,Manual,HatchBack,322000,Hyundai,i10
2021.0,89601,2,DIESEL,KA-53,Manual,Sedan,539000,Hyundai,Verna
2019.0,97574,1,CNG,HR-51,Manual,HatchBack,476000,Maruti,New Wagon-R
2018.0,58870,1,PETROL,KA-19,Automatic,HatchBack,487000,Maruti,Celerio
2015.0,77471,1,DIESEL,HR-36,Manual,HatchBack,472000,Maruti,Baleno
2015.0,91022,1,PETROL,MP-09,Manual,Lux_sedan,643000,Hyundai,Other
2017.0,62153,1,PETROL,KA-01,Automatic,HatchBack,684000,Honda,Jazz
2012.0,121602,1,CNG,MH-02,Manual,HatchBack,321000,Maruti,Wagon R
2012.0,67527,1,PETROL,KA-51,Manual,HatchBack,317000,Maruti,Wagon R
2017.0,97628,2,PETROL,TS-07,Manual,HatchBack,224000,Datsun,Redi Go
2020.0,20946,2,PETROL,WB-02,Manual,Sedan,780000,Skoda,Rapid
2015.0,68854,2,PETROL,TN-09,Manual,HatchBack,275000,Maruti,Alto 800
2022.0,10380,1,PETROL,GJ-23,Manual,SUV,895000,Hyundai,VENUE
2018.0,64822,1,DIESEL,MH-47,Automatic,SUV,827000,Maruti,Vitara Brezza
2021.0,26541,1,DIESEL,GJ-05,Automatic,SUV,1939000,Hyundai,Other
2018.0,25180,1,PETROL,KA-01,Automatic,HatchBack,723000,Honda,Jazz
2016.0,75172,1,PETROL,TN-14,Manual,HatchBack,629000,Hyundai,i20 Active
2015.0,95246,2,DIESEL,MP-13,Manual,HatchBack,461000,Hyundai,Elite i20
2014.0,110827,1,DIESEL,MH-02,Manual,Lux_sedan,598000,Hyundai,Other
2014.0,41368,1,PETROL,MH-02,Manual,HatchBack,357000,Maruti,Wagon R
2019.0,39725,1,PETROL,WB-08,Manual,HatchBack,586000,Maruti,Baleno
2016.0,32357,1,PETROL,KA-51,Manual,HatchBack,454000,Maruti,Celerio
2016.0,46563,2,PETROL,TS-11,Manual,HatchBack,401000,Maruti,Wagon R
2017.0,27924,1,PETROL,MH-02,Automatic,HatchBack,545000,Hyundai,Grand i10
2016.0,52838,2,PETROL,MH-14,Manual,HatchBack,428000,Hyundai,Grand i10
2021.0,15213,1,DIESEL,MH-14,Automatic,SUV,2054350,Tata,Other
2017.0,22182,2,PETROL,MH-03,Automatic,HatchBack,476000,Maruti,IGNIS
2019.0,12466,1,PETROL,TN-20,Manual,HatchBack,361000,Maruti,Alto
2018.0,49805,1,PETROL,UP-16,Manual,Sedan,388000,Skoda,Rapid
2021.0,43444,1,DIESEL,MH-03,Manual,HatchBack,891000,Tata,ALTROZ
2016.0,46261,1,PETROL,PB-10,Manual,HatchBack,490000,Honda,Jazz
2017.0,54186,1,PETROL,MH-12,Manual,HatchBack,622000,Maruti,Baleno
2019.0,29990,1,PETROL,GJ-03,Manual,HatchBack,566000,Hyundai,Grand i10
2017.0,65148,1,PETROL,WB-12,Manual,SUV,648000,Honda,WR-V
2018.0,30123,1,PETROL,UP-14,Automatic,Sedan,1054000,Maruti,Ciaz
2011.0,38071,2,PETROL,WB-06,Manual,Sedan,239000,Maruti,Swift Dzire
2017.0,29404,1,PETROL,DL-9C,Manual,HatchBack,521000,Maruti,Baleno
2014.0,52568,1,PETROL,KA-03,Manual,HatchBack,527000,Maruti,Swift
2016.0,97152,1,PETROL,UP-32,Manual,HatchBack,454000,Hyundai,Elite i20
2022.0,7324,1,PETROL,KA-02,Manual,HatchBack,526000,Maruti,S PRESSO
2021.0,48747,1,DIESEL,BR-01,Manual,Sedan,553650,Honda,City
2015.0,32110,1,PETROL,WB-06,Manual,Sedan,408000,Maruti,Swift Dzire
2021.0,9759,1,PETROL,DL-3C,Manual,HatchBack,870000,Renault,Kiger
2017.0,59870,2,PETROL,GJ-01,Manual,HatchBack,567000,Maruti,Baleno
2019.0,109144,1,DIESEL,MH-04,Automatic,Sedan,618000,Honda,Amaze
2019.0,30627,1,PETROL,TS-08,Manual,HatchBack,577000,Tata,Tiago
2018.0,55043,1,PETROL,MH-12,Manual,HatchBack,477000,Maruti,IGNIS
2017.0,34332,2,CNG,HR-29,Manual,HatchBack,495000,Hyundai,Grand i10
2011.0,79945,2,PETROL,KA-53,Manual,HatchBack,288000,Maruti,Wagon R
2019.0,47600,2,PETROL,KL-08,Manual,HatchBack,516000,Tata,Tiago
2013.0,56022,3,PETROL,TN-01,Manual,HatchBack,348000,Hyundai,i20
2015.0,67006,2,CNG,MH-03,Manual,HatchBack,322000,Maruti,Wagon R
2020.0,25167,1,PETROL,MP-09,Manual,HatchBack,363000,Maruti,Alto
2015.0,62690,2,PETROL,DL-1C,Manual,SUV,704000,Hyundai,Creta
2016.0,0,2,PETROL,HR-72,Manual,Sedan,640000,Honda,City
2016.0,56346,2,PETROL,TS-11,Manual,HatchBack,626000,Hyundai,Elite i20
2015.0,85756,1,PETROL,WB-08,Manual,Sedan,352000,Maruti,Swift Dzire
2014.0,47899,1,PETROL,HR-36,Manual,HatchBack,273000,Maruti,Alto K10
2016.0,51007,2,PETROL,WB-02,Automatic,Sedan,727000,Volkswagen,Vento
2015.0,97181,2,PETROL,MH-03,Automatic,HatchBack,523000,Volkswagen,Polo
2016.0,32987,1,DIESEL,KA-19,Manual,Sedan,1322000,Maruti,Swift Dzire
2012.0,99067,2,DIESEL,MH-46,Manual,HatchBack,347000,Maruti,Swift
2013.0,60806,1,PETROL,DL-4C,Manual,HatchBack,354000,Hyundai,i20
2018.0,57411,1,DIESEL,TN-01,Manual,Lux_SUV,1230000,Mahindra,XUV500
2018.0,90811,1,PETROL,PB-36,Manual,Sedan,465000,Volkswagen,Ameo
2017.0,75176,1,DIESEL,PB-06,Manual,HatchBack,450000,Maruti,Swift
2020.0,21360,1,PETROL,TS-15,Automatic,HatchBack,746000,Hyundai,GRAND I10
2021.0,48897,1,PETROL,DL-1C,Automatic,Sedan,916000,Toyota,YARIS
2018.0,82023,1,CNG,MH-04,Manual,HatchBack,405000,Maruti,Wagon R
2019.0,46430,1,PETROL,KL-07,Manual,HatchBack,693000,Maruti,Baleno
2017.0,23879,3,PETROL,MH-02,Manual,HatchBack,546000,Maruti,Baleno
2022.0,25885,1,CNG,UP-32,Manual,HatchBack,686000,Maruti,New Wagon-R
2016.0,61496,2,PETROL,MH-12,Manual,HatchBack,283000,Renault,Kwid
2016.0,65453,1,PETROL,KA-01,Manual,HatchBack,476000,Honda,Brio
2017.0,40349,1,PETROL,MP-43,Manual,HatchBack,446000,Maruti,IGNIS
2013.0,28713,1,PETROL,TN-06,Automatic,Sedan,1289000,Maruti,Swift Dzire
2017.0,74577,2,PETROL,MH-46,Manual,Sedan,394000,Honda,Amaze
2016.0,82860,1,PETROL,MP-11,Manual,HatchBack,506000,Hyundai,Elite i20
2020.0,18244,1,PETROL,UP-78,Automatic,HatchBack,603000,Hyundai,GRAND I10
2020.0,27459,1,PETROL,KA-05,Manual,HatchBack,743000,Maruti,Baleno
2018.0,85648,1,PETROL,RJ-45,Manual,HatchBack,299000,Maruti,Alto 800
2019.0,37865,1,PETROL,MH-47,Manual,HatchBack,645000,Maruti,Baleno
2017.0,21520,1,PETROL,MH-12,Manual,HatchBack,507000,Hyundai,Grand i10
2015.0,90774,2,PETROL,GJ-01,Manual,HatchBack,229000,Hyundai,Eon
2018.0,44163,1,PETROL,GJ-06,Manual,Sedan,670000,Honda,City
2019.0,21926,1,PETROL,GJ-27,Automatic,HatchBack,575000,Hyundai,NEW SANTRO
2015.0,60794,1,PETROL,GJ-01,Manual,HatchBack,482000,Hyundai,Grand i10
2021.0,111610,1,DIESEL,TN-04,Manual,Sedan,567000,Toyota,YARIS
2018.0,8548,2,PETROL,TS-06,Manual,Sedan,758000,Volkswagen,Vento
2015.0,31382,1,PETROL,MH-14,Manual,HatchBack,488000,Honda,Jazz
2016.0,95931,2,PETROL,TS-07,Manual,HatchBack,572000,Hyundai,Elite i20
2015.0,67685,2,CNG,DL-10,Automatic,Sedan,728000,Maruti,Swift Dzire
2020.0,70402,1,PETROL,TN-23,Manual,HatchBack,795000,Volkswagen,Polo
2019.0,22179,1,PETROL,UP-67,Manual,HatchBack,606000,Hyundai,GRAND I10
2021.0,9044,1,PETROL,TS-08,Manual,SUV,1091000,Tata,NEXON
2018.0,20173,2,PETROL,MH-06,Manual,HatchBack,509000,Hyundai,Grand i10
2022.0,14157,1,PETROL,GJ-01,Manual,HatchBack,563000,Maruti,S PRESSO
2013.0,61173,2,PETROL,TN-65,Manual,HatchBack,316000,Maruti,Wagon R
2017.0,45497,1,PETROL,KA-02,Manual,HatchBack,380000,Maruti,Alto K10
2019.0,17629,1,PETROL,HR-51,Manual,HatchBack,445000,Hyundai,NEW SANTRO
2010.0,53384,1,PETROL,AP-09,Manual,Sedan,398000,Honda,City
2016.0,36493,1,PETROL,GJ-01,Manual,HatchBack,490000,Hyundai,Grand i10
2017.0,21877,1,PETROL,GJ-03,Manual,HatchBack,294000,Maruti,Alto 800
2020.0,9452,1,PETROL,GJ-07,Manual,SUV,456000,Maruti,Other
2016.0,59423,1,PETROL,HR-36,Manual,HatchBack,321000,Maruti,Alto K10
2012.0,47073,1,PETROL,DL-8C,Manual,HatchBack,340000,Maruti,Swift
2016.0,65072,1,PETROL,KA-01,Manual,HatchBack,694000,Honda,Jazz
2012.0,78259,1,PETROL,GJ-05,Manual,HatchBack,276000,Maruti,Wagon R
2016.0,86290,1,PETROL,GJ-23,Manual,Sedan,757000,Honda,City
2019.0,19216,1,PETROL,TS-13,Manual,HatchBack,515000,Hyundai,NEW SANTRO
2021.0,45479,1,PETROL,TS-07,Manual,HatchBack,959000,Hyundai,NEW I20
2020.0,9533,1,PETROL,HR-35,Manual,HatchBack,406000,Maruti,Alto
2018.0,24612,1,PETROL,KA-04,Manual,Sedan,733000,Toyota,YARIS
2017.0,110257,2,DIESEL,TN-59,Manual,Sedan,501000,Maruti,Dzire
2016.0,94756,1,DIESEL,KA-04,Manual,SUV,733000,Maruti,S Cross
2018.0,78655,2,DIESEL,GJ-16,Manual,SUV,786000,Maruti,Vitara Brezza
2019.0,18846,1,PETROL,PB-07,Manual,HatchBack,490000,Maruti,New Wagon-R
2021.0,54496,1,CNG,UP-14,Manual,HatchBack,609000,Maruti,New Wagon-R
2016.0,51949,1,PETROL,UP-14,Automatic,HatchBack,525000,Honda,Jazz
2013.0,62438,1,PETROL,AP-28,Manual,HatchBack,339000,Maruti,Wagon R
2018.0,36789,1,PETROL,KA-51,Manual,HatchBack,657000,Maruti,Swift
2017.0,31241,1,PETROL,DL-5C,Manual,HatchBack,308000,Maruti,Alto K10
2020.0,6844,1,PETROL,WB-24,Manual,HatchBack,411000,Maruti,S PRESSO
2019.0,26650,2,CNG,HR-51,Manual,HatchBack,355000,Maruti,Alto 800
2014.0,118111,1,DIESEL,KA-01,Manual,HatchBack,532000,Maruti,Swift
2013.0,36577,3,PETROL,AP-29,Manual,HatchBack,411000,Maruti,Swift
2022.0,21211,1,PETROL,HR-13,Manual,HatchBack,423000,Maruti,S PRESSO
2020.0,28756,1,PETROL,UP-13,Manual,HatchBack,386000,Maruti,Alto
2021.0,25230,1,PETROL,KA-41,Manual,HatchBack,435000,Maruti,S PRESSO
2017.0,37920,1,PETROL,TN-22,Manual,Sedan,664000,Maruti,Ciaz
2020.0,27993,1,CNG,MH-12,Manual,HatchBack,445000,Maruti,Alto
2018.0,50925,1,PETROL,UP-53,Manual,SUV,598000,Honda,WR-V
2017.0,35364,1,PETROL,HR-51,Manual,Sedan,729000,Honda,City
2018.0,73676,1,DIESEL,DL-3C,Manual,SUV,659000,Renault,Duster
2019.0,42783,2,PETROL,TS-10,Manual,HatchBack,721000,Maruti,Baleno
2021.0,26541,1,CNG,GJ-15,Manual,HatchBack,489000,Maruti,S PRESSO
2014.0,63998,1,PETROL,MP-09,Manual,HatchBack,457000,Maruti,Swift
2021.0,21575,1,PETROL,MH-05,Automatic,HatchBack,510000,Renault,Kwid
2011.0,117499,2,CNG,MH-02,Manual,Lux_sedan,293000,Toyota,Corolla Altis
2021.0,2195,1,DIESEL,DL-5C,Manual,SUV,1214000,Hyundai,VENUE
2016.0,34687,1,PETROL,DL-7C,Manual,SUV,768000,Hyundai,Creta
2022.0,23326,1,PETROL,PB-70,Manual,SUV,768000,Renault,TRIBER
2017.0,78635,2,PETROL,TN-13,Automatic,HatchBack,435000,Maruti,Celerio
2019.0,43970,1,PETROL,GJ-24,Manual,HatchBack,614000,Maruti,Baleno
2017.0,11549,1,PETROL,KA-25,Manual,HatchBack,498000,Maruti,Celerio
2017.0,26997,1,PETROL,TS-08,Manual,HatchBack,701000,Hyundai,Elite i20
2020.0,18021,1,PETROL,HR-87,Automatic,HatchBack,611000,Tata,Tiago
2019.0,44363,1,PETROL,TS-09,Manual,HatchBack,556000,Maruti,Celerio X
2015.0,20248,1,PETROL,KA-53,Manual,HatchBack,594000,Maruti,Swift
2018.0,8458,1,PETROL,MH-48,Manual,HatchBack,350000,Maruti,Alto 800
2017.0,34803,1,PETROL,UP-16,Manual,HatchBack,577000,Hyundai,Elite i20
2019.0,15032,1,PETROL,MH-12,Manual,HatchBack,699000,Maruti,Baleno
2022.0,7843,1,PETROL,GJ-06,Manual,HatchBack,537000,Maruti,Celerio
2019.0,30841,1,CNG,HR-13,Manual,HatchBack,463000,Hyundai,NEW SANTRO
2018.0,53505,1,PETROL,WB-16,Automatic,SUV,741000,Ford,Ecosport
2013.0,55334,2,DIESEL,KA-01,Manual,HatchBack,482000,Maruti,Swift
2017.0,29253,2,PETROL,KA-03,Manual,SUV,715000,Honda,WR-V
2017.0,111649,1,DIESEL,GJ-18,Automatic,Lux_SUV,1066000,Mahindra,XUV500
2017.0,18159,1,PETROL,KA-51,Automatic,HatchBack,644000,Maruti,IGNIS
2019.0,83298,1,PETROL,TN-05,Manual,HatchBack,640000,Hyundai,Elite i20
2011.0,63665,2,PETROL,DL-2C,Manual,HatchBack,167000,Maruti,Wagon R
2019.0,23700,1,PETROL,TN-37,Manual,HatchBack,503000,Datsun,Go Plus
2016.0,80005,1,PETROL,DL-9C,Automatic,Sedan,655000,Maruti,Swift Dzire
2017.0,61290,2,DIESEL,KA-03,Automatic,Lux_SUV,1200000,Mahindra,XUV500
2010.0,34094,2,PETROL,TN-06,Manual,HatchBack,204000,Maruti,Alto
2022.0,60341,2,DIESEL,KA-05,Automatic,Sedan,650650,Skoda,Other
2017.0,39699,2,PETROL,MH-12,Automatic,HatchBack,312000,Renault,Kwid
2015.0,72393,2,PETROL,TS-10,Manual,HatchBack,370000,Maruti,Wagon R
2020.0,54317,1,PETROL,GJ-12,Automatic,HatchBack,803000,Hyundai,Elite i20
2012.0,81645,1,DIESEL,KA-51,Manual,Sedan,438000,Skoda,Rapid
2019.0,38857,1,PETROL,MH-12,Automatic,HatchBack,725000,Hyundai,GRAND I10
2020.0,76171,1,CNG,HR-36,Manual,HatchBack,560000,Maruti,New Wagon-R
2018.0,56587,2,PETROL,GJ-01,Manual,HatchBack,482000,Hyundai,Grand i10
2021.0,15113,2,PETROL,HR-26,Automatic,HatchBack,614000,Tata,Tiago
2021.0,45833,2,PETROL,KA-03,Automatic,Sedan,956000,Hyundai,AURA
2018.0,38189,2,PETROL,KA-01,Manual,HatchBack,684000,Maruti,Swift
2015.0,32226,2,PETROL,MH-04,Manual,Sedan,827000,Volkswagen,Other
2019.0,59511,1,PETROL,MH-43,Manual,Sedan,302000,Honda,Amaze
2014.0,60509,2,PETROL,KA-05,Manual,HatchBack,403000,Hyundai,Grand i10
2015.0,60971,1,PETROL,KL-05,Manual,HatchBack,296000,Maruti,Alto K10
2011.0,29025,2,CNG,MH-12,Manual,HatchBack,281000,Maruti,Wagon R
2020.0,30121,1,DIESEL,UP-78,Manual,SUV,919000,Hyundai,VENUE
2016.0,95301,1,DIESEL,CH-01,Manual,Sedan,440000,Maruti,Ciaz
2020.0,38431,1,PETROL,WB-02,Manual,HatchBack,305000,Maruti,Alto
2014.0,41213,1,PETROL,MH-01,Automatic,HatchBack,374000,Hyundai,Grand i10
2017.0,30045,1,CNG,HR-36,Manual,HatchBack,493000,Maruti,IGNIS
2012.0,70989,1,PETROL,DL-9C,Manual,HatchBack,315000,Maruti,Swift
2019.0,17434,1,PETROL,KA-03,Automatic,HatchBack,784000,Honda,Jazz
2018.0,53716,1,DIESEL,TS-09,Automatic,SUV,881000,Maruti,Vitara Brezza
2017.0,23825,2,PETROL,GJ-15,Manual,HatchBack,298000,Maruti,Alto 800
2018.0,44491,2,PETROL,HR-26,Automatic,HatchBack,592000,Maruti,Baleno
2014.0,85845,1,PETROL,PB-10,Manual,Sedan,649000,Honda,City
2015.0,89183,1,PETROL,TN-13,Manual,HatchBack,481000,Maruti,Swift
2017.0,52033,2,DIESEL,MH-05,Automatic,Sedan,736000,Maruti,Dzire
2021.0,12364,1,PETROL,KA-04,Automatic,HatchBack,617000,Maruti,Celerio
2013.0,69622,1,PETROL,MH-02,Manual,HatchBack,385000,Maruti,Swift
2018.0,51390,1,CNG,MH-43,Manual,HatchBack,433000,Maruti,Celerio
2017.0,31847,1,PETROL,TS-07,Automatic,Sedan,1025000,Honda,City
2019.0,50027,1,PETROL,TN-05,Manual,SUV,606000,Renault,TRIBER
2017.0,30068,1,PETROL,DL-3C,Manual,Sedan,668000,Honda,City
2016.0,99026,3,PETROL,WB-06,Manual,HatchBack,207000,Maruti,Alto 800
2022.0,7008,1,PETROL,GJ-16,Manual,HatchBack,671000,Maruti,New Wagon-R
2019.0,47671,1,PETROL,GJ-19,Manual,HatchBack,510000,Maruti,Celerio
2013.0,60993,1,PETROL,AP-09,Manual,HatchBack,359000,Honda,Brio
2018.0,78631,1,DIESEL,KA-05,Manual,HatchBack,628000,Maruti,Baleno
2019.0,83611,1,PETROL,PB-10,Manual,HatchBack,362000,Maruti,Alto
2017.0,107141,1,DIESEL,TN-59,Manual,HatchBack,586000,Maruti,IGNIS
2015.0,52596,2,PETROL,GJ-01,Manual,HatchBack,468000,Hyundai,Grand i10
2014.0,42036,1,PETROL,WB-24,Manual,HatchBack,243000,Maruti,Alto K10
2020.0,5647,1,PETROL,PB-08,Manual,SUV,862000,Maruti,S Cross
2015.0,60409,1,PETROL,MP-04,Manual,HatchBack,374000,Maruti,Wagon R
2015.0,70654,1,PETROL,MH-02,Automatic,Lux_SUV,917000,Honda,Other
2021.0,17455,1,PETROL,GJ-27,Manual,HatchBack,474000,Maruti,S PRESSO
2017.0,74557,1,PETROL,RJ-07,Manual,Sedan,674000,Maruti,Ciaz
2020.0,21660,1,PETROL,KA-02,Manual,SUV,1208000,KIA,SELTOS
2017.0,41003,1,PETROL,KA-02,Manual,HatchBack,688000,Hyundai,Elite i20
2016.0,36232,1,PETROL,KA-03,Manual,HatchBack,492000,Tata,Tiago
2015.0,62441,1,PETROL,DL-4C,Manual,Sedan,411000,Maruti,Swift Dzire
2021.0,93405,1,PETROL,MH-12,Manual,SUV,815000,Maruti,Vitara Brezza
2020.0,2934,1,PETROL,MP-13,Manual,SUV,1023000,Maruti,S Cross
2020.0,24667,2,PETROL,UP-52,Manual,Sedan,605000,Honda,Amaze
2018.0,34339,2,PETROL,WB-06,Automatic,Lux_sedan,1215000,Toyota,Corolla Altis
2017.0,39992,2,PETROL,TS-08,Manual,HatchBack,338000,Renault,Kwid
2021.0,18023,1,PETROL,TS-08,Automatic,SUV,714000,Renault,TRIBER
2011.0,88120,1,PETROL,DL-7C,Manual,HatchBack,258000,Volkswagen,Polo
2014.0,52357,1,PETROL,KA-51,Automatic,HatchBack,414000,Maruti,Celerio
2020.0,33829,1,PETROL,MH-43,Manual,Sedan,362000,Tata,TIGOR
2019.0,54302,1,DIESEL,HR-26,Automatic,SUV,1592000,KIA,SELTOS
2017.0,65798,1,PETROL,DL-8C,Manual,Sedan,503000,Maruti,Swift Dzire
2019.0,46731,2,PETROL,GJ-03,Manual,HatchBack,290000,Maruti,Alto
2018.0,62707,2,DIESEL,TS-08,Manual,SUV,812000,Mahindra,Other
2022.0,16325,1,CNG,HR-26,Manual,HatchBack,759000,Hyundai,GRAND I10
2016.0,83052,2,PETROL,MH-12,Automatic,Sedan,567000,Honda,City
2019.0,33114,1,PETROL,GJ-05,Manual,HatchBack,564000,Hyundai,Grand i10
2014.0,83041,2,PETROL,TN-14,Manual,HatchBack,430000,Hyundai,Grand i10
2015.0,92466,1,PETROL,KA-01,Manual,HatchBack,412000,Hyundai,Grand i10
2017.0,66656,1,PETROL,TN-11,Manual,HatchBack,464000,Maruti,Celerio
2015.0,52673,1,PETROL,WB-20,Manual,HatchBack,276000,Hyundai,i10
2012.0,62273,1,PETROL,HR-26,Manual,HatchBack,253000,Hyundai,i10
2018.0,94153,1,CNG,GJ-01,Manual,HatchBack,424000,Maruti,Wagon R
2016.0,52858,1,DIESEL,UP-14,Manual,Sedan,876000,Volkswagen,Ameo
2016.0,41023,2,PETROL,RJ-01,Manual,HatchBack,352000,Hyundai,i10
2012.0,56495,2,PETROL,MP-04,Manual,HatchBack,254000,Maruti,Wagon R
2012.0,10545,1,PETROL,KA-01,Manual,HatchBack,269000,Hyundai,Eon
2013.0,78187,1,PETROL,KL-08,Manual,HatchBack,226000,Maruti,Alto K10
2016.0,70040,2,DIESEL,GJ-19,Manual,HatchBack,593000,Hyundai,Elite i20
2017.0,43185,1,PETROL,UP-16,Manual,Sedan,594800,Hyundai,Xcent
2020.0,72038,1,PETROL,DL-14,Manual,Sedan,654000,Honda,Amaze
2021.0,11210,1,PETROL,DL-2C,Manual,HatchBack,648000,Maruti,Swift
2015.0,55183,1,PETROL,TN-07,Manual,HatchBack,567000,Maruti,Baleno
2018.0,60466,2,DIESEL,TN-14,Manual,SUV,775000,Mahindra,Other
2015.0,31208,1,PETROL,KA-01,Manual,SUV,794000,Maruti,Ertiga
2012.0,80132,2,DIESEL,TS-01,Manual,Sedan,450000,Hyundai,Verna
2014.0,49089,1,PETROL,DL-10,Manual,Sedan,796000,Maruti,Swift Dzire
2018.0,57700,2,PETROL,GJ-01,Manual,HatchBack,338000,Renault,Kwid
2016.0,39699,1,PETROL,WB-02,Manual,HatchBack,401000,Hyundai,Grand i10
2016.0,30021,1,PETROL,TN-42,Manual,HatchBack,288350,Hyundai,Eon
2014.0,64081,1,PETROL,MH-11,Automatic,HatchBack,346000,Nissan,Other
2014.0,36861,1,PETROL,GJ-01,Manual,HatchBack,324000,Hyundai,i10
2019.0,62391,1,PETROL,HR-13,Manual,SUV,462000,Renault,TRIBER
2018.0,56997,2,PETROL,TN-03,Manual,Sedan,552000,Honda,Amaze
2016.0,87062,1,PETROL,WB-02,Manual,HatchBack,451000,Hyundai,Elite i20
2015.0,84473,3,DIESEL,KA-20,Manual,HatchBack,592000,Maruti,Baleno
2021.0,44462,2,PETROL,TS-09,Automatic,SUV,1217000,Maruti,Other
2018.0,44934,3,PETROL,RJ-45,Manual,Sedan,466000,Skoda,Rapid
2017.0,47470,1,PETROL,KA-03,Manual,HatchBack,502000,Maruti,IGNIS
2021.0,48655,1,PETROL,KA-47,Manual,SUV,924000,Toyota,Other
2017.0,13907,1,PETROL,MH-12,Automatic,HatchBack,581000,Maruti,IGNIS
2010.0,80897,1,PETROL,MP-09,Manual,HatchBack,252000,Hyundai,i10
2018.0,43453,1,PETROL,PB-91,Automatic,HatchBack,463000,Maruti,IGNIS
2018.0,81889,1,DIESEL,UP-14,Manual,HatchBack,590000,Maruti,Swift
2018.0,46551,1,DIESEL,KL-41,Manual,Sedan,883000,Hyundai,Verna
2019.0,28793,1,PETROL,UP-15,Manual,HatchBack,542000,Maruti,Swift
2018.0,71156,1,DIESEL,MH-48,Manual,HatchBack,491000,Hyundai,Grand i10
2013.0,82867,2,PETROL,TN-69,Manual,HatchBack,395000,Volkswagen,Polo
2019.0,63551,1,PETROL,DL-3C,Automatic,Sedan,902000,Honda,City
2018.0,78662,1,CNG,HR-36,Manual,HatchBack,574000,Hyundai,Elite i20
2016.0,86469,1,PETROL,MH-14,Manual,HatchBack,455000,Maruti,Celerio
2016.0,96733,1,DIESEL,TN-87,Automatic,Sedan,1019000,Honda,Amaze
2018.0,67028,1,DIESEL,TN-06,Automatic,HatchBack,677000,Maruti,Swift
2021.0,11584,1,PETROL,CH-01,Manual,SUV,799000,Hyundai,VENUE
2021.0,14485,1,PETROL,BR-01,Manual,HatchBack,783000,Maruti,Baleno
2018.0,91355,1,DIESEL,WB-24,Manual,HatchBack,515000,Hyundai,Elite i20
2018.0,61873,1,DIESEL,TS-08,Manual,SUV,881000,Ford,Ecosport
2013.0,68087,1,CNG,DL-8C,Manual,HatchBack,257000,Hyundai,i10
2015.0,94224,2,PETROL,KA-51,Automatic,HatchBack,372000,Maruti,Celerio
2016.0,91429,2,DIESEL,HR-26,Manual,SUV,643000,Maruti,Vitara Brezza
2017.0,45733,1,DIESEL,UP-78,Manual,SUV,735000,Maruti,Vitara Brezza
2021.0,4730,1,PETROL,MH-12,Manual,HatchBack,499000,Renault,Kwid
2018.0,44266,2,DIESEL,HR-26,Manual,HatchBack,744000,Hyundai,i20 Active
2018.0,50669,1,CNG,MH-03,Manual,HatchBack,541000,Hyundai,NEW SANTRO
2016.0,79917,1,PETROL,KA-05,Manual,HatchBack,384000,Hyundai,i10
2017.0,26616,1,PETROL,KA-41,Manual,HatchBack,450000,Maruti,Celerio
2015.0,60268,2,PETROL,MH-02,Automatic,Lux_SUV,788000,Honda,Other
2016.0,77235,2,CNG,MH-47,Manual,HatchBack,361000,Maruti,Wagon R
2021.0,36892,1,CNG,BR-01,Manual,HatchBack,619000,Maruti,New Wagon-R
2018.0,30412,2,PETROL,GJ-05,Manual,HatchBack,375000,Renault,Kwid
2016.0,44487,2,PETROL,KA-53,Manual,HatchBack,303000,Renault,Kwid
2012.0,80714,1,PETROL,KL-07,Manual,HatchBack,255000,Maruti,Wagon R
2019.0,73227,2,PETROL,TS-08,Manual,HatchBack,493000,Maruti,Celerio X
